861479,THE OCCUPIER,PLOT 240 EVERGREEN ROAD DURUMI FLAT 6,EVERGREEN ROAD,AM/DU/TR/ER/PL 240/FL6,DURUMI,SPLITTED,RESIDENTIAL,DURUMI,"800,000","32,000",0,0,"32,000",0,AMAC 2,ACTIVE
238425,THE OCCUPIER,"PLOT 2401, NNANNA UKAEGBE STREET (ROAD2), ZONE, EN12, Apo Resettlement",NNANNA UKAEGBE STREET,AM/B14/TR/RD2/EN012,APO,SPLITTED,RESIDENTIAL,APO,"2,250,000","90,000",0,0,"90,000",NULL,AMAC 2,ACTIVE
238787,THE OCCUPIER,"Plot 2409, Road 3, Zone E, EN 02, Apo Resettlement",ZONE E,AM/B14/TR/RD3/EN02,APO,SPLITTED,RESIDENTIAL,APO,"2,250,000","90,000","189,000","18,900","297,900",NULL,AMAC 2,ACTIVE
238421,THE OCCUPIER,"PLOT 2410, FLAT 1, NNANNA UKAEGBE STREET (ROAD2), ZONE, EN09, Apo Resettlement",NNANNA UKAEGBE STREET,AM/B14/TR/RD2/EN09/FT1,APO,SPLITTED,RESIDENTIAL,APO,"2,250,000","90,000","123,000","12,300","225,300",NULL,AMAC 2,ACTIVE
238422,THE OCCUPIER,"PLOT 2410, FLAT 2, NNANNA UKAEGBE STREET (ROAD2), ZONE, EN09, Apo Resettlement",NNANNA UKAEGBE STREET,AM/B14/TR/RD2/EN09/FT2,APO,SPLITTED,RESIDENTIAL,APO,"2,250,000","90,000",0,0,"90,000",NULL,AMAC 2,ACTIVE
238423,THE OCCUPIER,"PLOT 2410, FLAT 3, NNANNA UKAEGBE STREET (ROAD2), ZONE, EN09, Apo Resettlement",NNANNA UKAEGBE STREET,AM/B14/TR/RD2/EN09/FT3,APO,SPLITTED,RESIDENTIAL,APO,"2,250,000","90,000","123,000","12,300","225,300",NULL,AMAC 2,ACTIVE
238424,THE OCCUPIER,"PLOT 2410, FLAT 4, NNANNA UKAEGBE STREET (ROAD2), ZONE, EN09, Apo Resettlement",NNANNA UKAEGBE STREET,AM/B14/TR/RD2/EN09/FT4,APO,SPLITTED,RESIDENTIAL,APO,"2,250,000","90,000","123,000","12,300","225,300",NULL,AMAC 2,ACTIVE
237838,THE OCCUPIER,"PLOT 2415, ROAD 1, ZONE E27, EN033",AMAZING GRACE PLAZA,AM/B14/TR/EN033,APO,SPLITTED,RESIDENTIAL,APO,"900,000","36,000","75,600","7,560","119,160",NULL,AMAC 2,ACTIVE
237837,THE OCCUPIER,"PLOT 2417, ROAD 1, ZONE E27, EN032",AMAZING GRACE PLAZA,AM/B14/TR/EN032,APO,SPLITTED,RESIDENTIAL,APO,"2,250,000","90,000","189,000","18,900","297,900",NULL,AMAC 2,ACTIVE
237836,THE OCCUPIER,"PLOT 2419, ROAD 1, ZONE E27, EN031",AMAZING GRACE PLAZA,AM/B14/TR/EN031,APO,SPLITTED,RESIDENTIAL,APO,"900,000","36,000","75,600","7,560","119,160",NULL,AMAC 2,ACTIVE
147431,THE OCCUPIER,PLOT 2425 FLAT 1 LATEEF JAKANDE CRESCENT GUDU  EN2425/FT 1,LATEEF JAKANDE CRESCENT,AM/B01/TR/ZN.E/0370/PT 2425/FT 1,B01 - GUDU,SPLITTED,RESIDENTIAL,GUDU,"1,100,000","44,000","204,204","20,420.40","268,624",NULL,AMAC 2,ACTIVE
147432,THE OCCUPIER,PLOT 2425 FLAT 2 LATEEF JAKANDE CRESCENT GUDU  EN2425/FT 2,LATEEF JAKANDE CRESCENT,AM/B01/TR/ZN.E/0370/PT 2425/FT 2,B01 - GUDU,SPLITTED,RESIDENTIAL,GUDU,"1,100,000","44,000","204,204","20,420.40","268,624",NULL,AMAC 2,ACTIVE
147433,THE OCCUPIER,PLOT 2425 FLAT 3 LATEEF JAKANDE CRESCENT GUDU  EN2425/FT 3,LATEEF JAKANDE CRESCENT,AM/B01/TR/ZN.E/0370/PT 2425/FT 3,B01 - GUDU,SPLITTED,RESIDENTIAL,GUDU,"1,100,000","44,000","204,204","20,420.40","268,624",NULL,AMAC 2,ACTIVE
147434,THE OCCUPIER,PLOT 2425 FLAT 4 LATEEF JAKANDE CRESCENT GUDU  EN2425/FT 4,LATEEF JAKANDE CRESCENT,AM/B01/TR/ZN.E/0370/PT 2425/FT 4,B01 - GUDU,SPLITTED,RESIDENTIAL,GUDU,"1,100,000","44,000","204,204","20,420.40","268,624",NULL,AMAC 2,ACTIVE
147435,THE OCCUPIER,PLOT 2425 FLAT 5 LATEEF JAKANDE CRESCENT GUDU  EN2425/FT 5,LATEEF JAKANDE CRESCENT,AM/B01/TR/ZN.E/0370/PT 2425/FT 5,B01 - GUDU,SPLITTED,RESIDENTIAL,GUDU,"1,100,000","44,000","204,204","20,420.40","268,624",NULL,AMAC 2,ACTIVE
147436,THE OCCUPIER,PLOT 2425 FLAT 6 LATEEF JAKANDE CRESCENT GUDU  EN2425/FT 6,LATEEF JAKANDE CRESCENT,AM/B01/TR/ZN.E/0370/PT 2425/FT 6,B01 - GUDU,SPLITTED,RESIDENTIAL,GUDU,"1,100,000","44,000","204,204","20,420.40","268,624",NULL,AMAC 2,ACTIVE
861487,THE OCCUPIER,"PLOT 244,DURUMI, FLAT 1",DURUMI,AM/DU/TR/PL 244/FL1,DURUMI,SPLITTED,RESIDENTIAL,DURUMI,"800,000","32,000",0,0,"32,000",0,AMAC 2,ACTIVE
861488,THE OCCUPIER,"PLOT 244,DURUMI, FLAT 2",DURUMI,AM/DU/TR/PL 244/FL2,DURUMI,SPLITTED,RESIDENTIAL,DURUMI,"800,000","32,000",0,0,"32,000",0,AMAC 2,ACTIVE
861489,THE OCCUPIER,"PLOT 244,DURUMI, FLAT 3",DURUMI,AM/DU/TR/PL 244/FL3,DURUMI,SPLITTED,RESIDENTIAL,DURUMI,"800,000","32,000",0,0,"32,000",0,AMAC 2,ACTIVE
861490,THE OCCUPIER,"PLOT 244,DURUMI, FLAT 4",DURUMI,AM/DU/TR/PL 244/FL4,DURUMI,SPLITTED,RESIDENTIAL,DURUMI,"800,000","32,000",0,0,"32,000",0,AMAC 2,ACTIVE
861491,THE OCCUPIER,"PLOT 244,DURUMI, FLAT 5",DURUMI,AM/DU/TR/PL 244/FL5,DURUMI,SPLITTED,RESIDENTIAL,DURUMI,"800,000","32,000",0,0,"32,000",0,AMAC 2,ACTIVE
861492,THE OCCUPIER,"PLOT 244,DURUMI, FLAT 6",DURUMI,AM/DU/TR/PL 244/FL6,DURUMI,SPLITTED,RESIDENTIAL,DURUMI,"800,000","32,000",0,0,"32,000",0,AMAC 2,ACTIVE
70807,THE OCCUPIER,Plot 25 I Pent II Estate,Pent II Estate,AM/C09/TR/I PENT II EST/0021,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"1,904,762","76,190.48","353,600.02","35,360.00","465,150",NULL,AMAC 1,ACTIVE
861624,THE OCCUPIER,"PLOT 251, OLADIPODIY ROAD DURUMI FLAT 5",EVERGREEN ROAD,AM/DU/TR/ER/PL 251/FL5,DURUMI,SPLITTED,RESIDENTIAL,DURUMI,"800,000","32,000",0,0,"32,000",0,AMAC 2,ACTIVE
861496,THE OCCUPIER,"PLOT 251,DURUMI, FLAT 1",DURUMI,AM/DU/TR/PL 251/FL1,DURUMI,SPLITTED,RESIDENTIAL,DURUMI,"800,000","32,000",0,0,"32,000",0,AMAC 2,ACTIVE
861497,THE OCCUPIER,"PLOT 251,DURUMI, FLAT 2",DURUMI,AM/DU/TR/PL 251/FL2,DURUMI,SPLITTED,RESIDENTIAL,DURUMI,"800,000","32,000",0,0,"32,000",0,AMAC 2,ACTIVE
861498,THE OCCUPIER,"PLOT 251,DURUMI, FLAT 3",DURUMI,AM/DU/TR/PL 251/FL3,DURUMI,SPLITTED,RESIDENTIAL,DURUMI,"800,000","32,000",0,0,"32,000",0,AMAC 2,ACTIVE
861493,THE OCCUPIER,"PLOT 251,DURUMI, HOUSE 1",DURUMI,AM/DU/TR/PL 251/H1,DURUMI,SPLITTED,RESIDENTIAL,DURUMI,"2,250,000","90,000",0,0,"90,000",0,AMAC 2,ACTIVE
861494,THE OCCUPIER,"PLOT 251,DURUMI, HOUSE 2",DURUMI,AM/DU/TR/PL 251/H2,DURUMI,SPLITTED,RESIDENTIAL,DURUMI,"2,250,000","90,000",0,0,"90,000",0,AMAC 2,ACTIVE
861495,THE OCCUPIER,"PLOT 251,DURUMI, HOUSE 3",DURUMI,AM/DU/TR/PL 251/H3,DURUMI,SPLITTED,RESIDENTIAL,DURUMI,"2,250,000","90,000",0,0,"90,000",0,AMAC 2,ACTIVE
861506,THE OCCUPIER,"PLOT 255,DURUMI, FLAT 1",DURUMI,AM/DU/TR/PL 255/FL1,DURUMI,SPLITTED,RESIDENTIAL,DURUMI,"800,000","32,000",0,0,"32,000",0,AMAC 2,ACTIVE
861507,THE OCCUPIER,"PLOT 255,DURUMI, FLAT 2",DURUMI,AM/DU/TR/PL 255/FL2,DURUMI,SPLITTED,RESIDENTIAL,DURUMI,"800,000","32,000",0,0,"32,000",0,AMAC 2,ACTIVE
861508,THE OCCUPIER,"PLOT 255,DURUMI, FLAT 3",DURUMI,AM/DU/TR/PL 255/FL3,DURUMI,SPLITTED,RESIDENTIAL,DURUMI,"800,000","32,000",0,0,"32,000",0,AMAC 2,ACTIVE
861509,THE OCCUPIER,"PLOT 255,DURUMI, FLAT 4",DURUMI,AM/DU/TR/PL 255/FL4,DURUMI,SPLITTED,RESIDENTIAL,DURUMI,"800,000","32,000",0,0,"32,000",0,AMAC 2,ACTIVE
124414,THE OCCUPIER,PLOT 268A AMERICA INT'L SCHOOL ROAD_,AMERICA INTERNATIONAL SCHOOL ROAD,AM/B02/TR/0117A,DURUMI,CONSOLIDATED,RESIDENTIAL,DURUMI,"3,500,000","140,000",0,0,"70,000",0,AMAC 2,ACTIVE
124415,THE OCCUPIER,PLOT 268B AMERICA INT'L SCHOOL ROAD_,AMERICA INTERNATIONAL SCHOOL ROAD,AM/B02/TR/0117B,DURUMI,CONSOLIDATED,RESIDENTIAL,DURUMI,"3,500,000","140,000",0,0,"70,000",0,AMAC 2,ACTIVE
124416,THE OCCUPIER,PLOT 268C AMERICA INT'L SCHOOL ROAD_,AMERICA INTERNATIONAL SCHOOL ROAD,AM/B02/TR/0117C,DURUMI,CONSOLIDATED,RESIDENTIAL,DURUMI,"3,500,000","140,000",0,0,"70,000",0,AMAC 2,ACTIVE
