71178,THE OCCUPIER,No. 63 Kenneth Ojo Street,Kenneth Ojo Street,AM/CO9/TR/S. LINGO ESTATE/0032,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"1,523,810","60,952.40","282,880.09","28,288.01","372,120",NULL,AMAC 1,ACTIVE
72154,THE OCCUPIER,No. 63 Peng 1 Estate,Peng 1 Estate,AM/C09/TR/PENG I EST/0063,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"457,143","18,285.72","84,864.03","8,486.40","111,636",NULL,AMAC 1,ACTIVE
72446,THE OCCUPIER,No. 63A Pent City,Pent City Estate,AM/CO9/TR/PENT CITY ESTATE/0042/A,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"838,095","33,523.80","155,583.96","15,558.40","204,666",NULL,AMAC 1,ACTIVE
72447,THE OCCUPIER,No. 63B Pent City,Pent City Estate,AM/CO9/TR/PENT CITY ESTATE/0042/B,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"838,095","33,523.80","155,583.96","15,558.40","204,666",NULL,AMAC 1,ACTIVE
75879,THE OCCUPIER,No. 64  Main Street  SunCity Estate,Main Street,AM/CO7/TR/ SUNCITY ESTATE/0064,CO7 - GALADIMAWA,SPLITTED,RESIDENTIAL,GALADIMAWA,"3,047,619","121,904.76","579,069.99","57,907.00","758,881",NULL,AMAC 1,ACTIVE
75291,THE OCCUPIER,No. 64  Nile Crescent  Suncity Estate,Nile Crescent,AM/CO7/TR/ SUNCITY ESTATE/0064,CO7 - GALADIMAWA,SPLITTED,RESIDENTIAL,GALADIMAWA,"2,133,333","85,333.32","402,686.94","40,268.69","528,288",NULL,AMAC 1,ACTIVE
72690,THE OCCUPIER,No. 64  Pent Ville ESTATE,Pent Ville Estate,AM/CO9/TR/PENT V. ESTATE/0064,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","141,440.04","14,144.00","186,060",NULL,AMAC 1,ACTIVE
75481,THE OCCUPIER,No. 64  Ramford Street  Suncity Estate,Ramford Street,AM/CO7/TR/ SUNCITY ESTATE/0064,CO7 - GALADIMAWA,SPLITTED,RESIDENTIAL,GALADIMAWA,"2,133,333","85,333.32","475,891.94","47,589.19","608,814",NULL,AMAC 1,ACTIVE
71202,THE OCCUPIER,No. 64 A  Kenneth Ojo Street,Kenneth Ojo Street,AM CO9/TR/S. LINGO ESTATE/0099/A,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"1,371,429","54,857.16","254,592.08","25,459.21","334,908",NULL,AMAC 1,ACTIVE
71203,THE OCCUPIER,No. 64 B Kenneth Ojo Street,Kenneth Ojo Street,AM CO9/TR/S. LINGO ESTATE/0099/B,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"1,371,429","54,857.16","254,592.08","25,459.21","334,908",NULL,AMAC 1,ACTIVE
71542,THE OCCUPIER,No. 64 Beechwood Avenue,Beechwood Avenue,AM/C09/TR/MINFA EST/0052,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"1,523,810","60,952.40","500,957.78","50,095.78","612,005",NULL,AMAC 1,ACTIVE
71545,THE OCCUPIER,No. 64 Beechwood Avenue,Beechwood Avenue,AM/C09/TR/MINFA EST/0056,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"1,523,810","60,952.40","282,880.09","28,288.01","372,120",NULL,AMAC 1,ACTIVE
70895,THE OCCUPIER,No. 64 I Pent III Estate,Pent III Estate,AM/CO9/TR/I PENT III ESTATE /0014,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","141,440.04","14,144.00","186,060",NULL,AMAC 1,ACTIVE
71181,THE OCCUPIER,No. 64 Kenneth Ojo Street,Kenneth Ojo Street,AM/CO9/TR/S. LINGO ESTATE/0046,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"1,523,810","60,952.40","282,880.09","28,288.01","372,120",NULL,AMAC 1,ACTIVE
72155,THE OCCUPIER,No. 64 Peng 1 Estate,Peng 1 Estate,AM/C09/TR/PENG I EST/0064,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"457,143","18,285.72","84,864.03","8,486.40","111,636",NULL,AMAC 1,ACTIVE
71518,THE OCCUPIER,No. 64 R. Park Road,Park Road,AM/C09/TR/MINFA EST/0041,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"533,333","21,333.32","317,085.63","31,708.56","370,127",NULL,AMAC 1,ACTIVE
72450,THE OCCUPIER,No. 64A Pent City,Pent City Estate,AM/CO9/TR/PENT CITY ESTATE/0045,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"533,333","21,333.32","99,007.94","9,900.79","130,242",NULL,AMAC 1,ACTIVE
72451,THE OCCUPIER,No. 64B Pent City,Pent City Estate,AM/CO9/TR/PENT CITY ESTATE/0045,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"838,095","33,523.80","155,583.96","15,558.40","204,666",NULL,AMAC 1,ACTIVE
75328,THE OCCUPIER,No. 65  Nile Street  Suncity Estate,Nile Street,AM/CO7/TR/ SUNCITY ESTATE/0065,CO7 - GALADIMAWA,SPLITTED,RESIDENTIAL,GALADIMAWA,"2,133,333","85,333.32","402,686.94","40,268.69","528,288",NULL,AMAC 1,ACTIVE
72691,THE OCCUPIER,No. 65  Pent Ville ESTATE,Pent Ville Estate,AM/CO9/TR/PENT V. ESTATE/0065,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","141,440.04","14,144.00","186,060",NULL,AMAC 1,ACTIVE
75482,THE OCCUPIER,No. 65  Ramford Street  Suncity Estate,Ramford Street,AM/CO7/TR/ SUNCITY ESTATE/0065,CO7 - GALADIMAWA,SPLITTED,RESIDENTIAL,GALADIMAWA,"2,133,333","85,333.32","475,891.94","47,589.19","608,814",NULL,AMAC 1,ACTIVE
71204,THE OCCUPIER,No. 65 B  Kenneth Ojo Street,Kenneth Ojo Street,AM CO9/TR/S. LINGO ESTATE/0100/A,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"1,371,429","54,857.16","254,592.08","25,459.21","334,908",NULL,AMAC 1,ACTIVE
71205,THE OCCUPIER,No. 65 B  Kenneth Ojo Street,Kenneth Ojo Street,AM CO9/TR/S. LINGO ESTATE/0100/B,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"1,371,429","54,857.16","254,592.08","25,459.21","334,908",NULL,AMAC 1,ACTIVE
71544,THE OCCUPIER,No. 65 Beechwood Avenue,Beechwood Avenue,AM/C09/TR/MINFA EST/0055,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","359,517.74","35,951.77","425,945",NULL,AMAC 1,ACTIVE
70894,THE OCCUPIER,No. 65 I Pent III Estate,Pent III Estate,AM/CO9/TR/I PENT III ESTATE /0011,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","141,440.04","14,144.00","186,060",NULL,AMAC 1,ACTIVE
71200,THE OCCUPIER,No. 65 Kenneth Ojo Street,Kenneth Ojo Street,AM CO9/TR/S. LINGO ESTATE/0097,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"609,524","24,380.96","113,152.04","11,315.20","148,848",NULL,AMAC 1,ACTIVE
72156,THE OCCUPIER,No. 65 Peng 1 Estate,Peng 1 Estate,AM/C09/TR/PENG I EST/0065,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"457,143","18,285.72","84,864.03","8,486.40","111,636",NULL,AMAC 1,ACTIVE
72452,THE OCCUPIER,No. 65A Pent City,Pent City Estate,AM/CO9/TR/PENT CITY ESTATE/0046/A,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"533,333","21,333.32","99,007.94","9,900.79","130,242",NULL,AMAC 1,ACTIVE
72453,THE OCCUPIER,No. 65B Pent City,Pent City Estate,AM/CO9/TR/PENT CITY ESTATE/0046/B,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"533,333","21,333.32","99,007.94","9,900.79","130,242",NULL,AMAC 1,ACTIVE
75292,THE OCCUPIER,No. 66  Nile Crescent  Suncity Estate,Nile Crescent,AM/CO7/TR/ SUNCITY ESTATE/0066,CO7 - GALADIMAWA,SPLITTED,RESIDENTIAL,GALADIMAWA,"2,133,333","85,333.32","453,930.44","45,393.04","584,656",NULL,AMAC 1,ACTIVE
72692,THE OCCUPIER,No. 66  Pent Ville ESTATE,Pent Ville Estate,AM/CO9/TR/PENT V. ESTATE/0066,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"609,524","24,380.96","113,152.04","11,315.20","148,848",NULL,AMAC 1,ACTIVE
75483,THE OCCUPIER,No. 66  Ramford Street  Suncity Estate,Ramford Street,AM/CO7/TR/ SUNCITY ESTATE/0066,CO7 - GALADIMAWA,SPLITTED,RESIDENTIAL,GALADIMAWA,"2,133,333","85,333.32","475,891.94","47,589.19","608,814",NULL,AMAC 1,ACTIVE
71534,THE OCCUPIER,No. 66 Flat A  Beech Wood Avenue,Wood Avenue,AM/C09/TR/MINFA EST/0049/1,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"609,524","24,380.96","258,537.17","25,853.72","308,771",NULL,AMAC 1,ACTIVE
71535,THE OCCUPIER,No. 66 Flat B  Beech Wood Avenue,Wood Avenue,AM/C09/TR/MINFA EST/0049/2,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"609,524","24,380.96","258,537.17","25,853.72","308,771",NULL,AMAC 1,ACTIVE
71536,THE OCCUPIER,No. 66 Flat C  Beech Wood Avenue,Wood Avenue,AM/C09/TR/MINFA EST/0049/3,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"609,524","24,380.96","258,537.17","25,853.72","308,771",NULL,AMAC 1,ACTIVE
71537,THE OCCUPIER,No. 66 Flat D  Beech Wood Avenue,Wood Avenue,AM/C09/TR/MINFA EST/0049/4,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"609,524","24,380.96","258,537.17","25,853.72","308,771",NULL,AMAC 1,ACTIVE
71538,THE OCCUPIER,No. 66 Flat E  Beech Wood Avenue,Wood Avenue,AM/C09/TR/MINFA EST/0049/5,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"609,524","24,380.96","258,537.17","25,853.72","308,771",NULL,AMAC 1,ACTIVE
71539,THE OCCUPIER,No. 66 Flat F  Beech Wood Avenue,Wood Avenue,AM/C09/TR/MINFA EST/0049/6,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"609,524","24,380.96","258,537.17","25,853.72","308,771",NULL,AMAC 1,ACTIVE
70893,THE OCCUPIER,No. 66 I Pent III Estate,Pent III Estate,AM/CO9/TR/I PENT III ESTATE /0010,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","141,440.04","14,144.00","186,060",NULL,AMAC 1,ACTIVE
72157,THE OCCUPIER,No. 66 Peng 1 Estate,Peng 1 Estate,AM/C09/TR/PENG I EST/0066,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"457,143","18,285.72","84,864.03","8,486.40","111,636",NULL,AMAC 1,ACTIVE
71520,THE OCCUPIER,No. 66 R. Park Road,Park Road,AM/C09/TR/MINFA EST/0043,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"533,333","21,333.32","317,085.63","31,708.56","370,127",NULL,AMAC 1,ACTIVE
852542,THE OCCUPIER,"NO. 66, DRIVE 3, PRINCE AND PRINCES ESTATEATE,ABUJA",DRIVE 3,AM/TR/PP/D3/66,B12 - DUBOYI,SPLITTED,RESIDENTIAL,DUBOYI,"1,350,000","54,000",0,0,"54,000",0,AMAC 2,ACTIVE
72455,THE OCCUPIER,No. 66A Pent City,Pent City Estate,AM/CO9/TR/PENT CITY ESTATE/0048/A,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"380,952","15,238.08","70,719.93","7,071.99","93,030",NULL,AMAC 1,ACTIVE
72456,THE OCCUPIER,No. 66B Pent City,Pent City Estate,AM/CO9/TR/PENT CITY ESTATE/0048/B,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"380,952","15,238.08","70,719.93","7,071.99","93,030",NULL,AMAC 1,ACTIVE
72693,THE OCCUPIER,No. 67  Pent Ville ESTATE,Pent Ville Estate,AM/CO9/TR/PENT V. ESTATE/0067,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","141,440.04","14,144.00","186,060",NULL,AMAC 1,ACTIVE
71543,THE OCCUPIER,No. 67 Beechwood Avenue,Beechwood Avenue,AM/C09/TR/MINFA EST/0054,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","359,517.74","35,951.77","425,945",NULL,AMAC 1,ACTIVE
207942,THE OCCUPIER,No. 67 Beechwood Avenue EN /0057,Beechwood Avenue,AM/C09/TR/MINFA EST/0057,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","141,440.04","14,144.00","186,060",NULL,AMAC 1,ACTIVE
208135,THE OCCUPIER,No. 67 Beechwood Avenue EN /0057,Beechwood Avenue,AM/C09/TR/MINFA EST/0057,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","141,440.04","14,144.00","186,060",NULL,AMAC 1,ACTIVE
70891,THE OCCUPIER,No. 67 I Pent III Estate,Pent III Estate,AM/CO9/TR/I PENT III ESTATE /0008,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","141,440.04","14,144.00","186,060",NULL,AMAC 1,ACTIVE
71201,THE OCCUPIER,No. 67 Kenneth Ojo Street,Kenneth Ojo Street,AM CO9/TR/S. LINGO ESTATE/0098,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"609,524","24,380.96","113,152.04","11,315.20","148,848",NULL,AMAC 1,ACTIVE
72158,THE OCCUPIER,No. 67 Peng 1 Estate,Peng 1 Estate,AM/C09/TR/PENG I EST/0067,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"457,143","18,285.72","84,864.03","8,486.40","111,636",NULL,AMAC 1,ACTIVE
72458,THE OCCUPIER,No. 67A Pent City,Pent City Estate,AM/CO9/TR/PENT CITY ESTATE/0050/A,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"380,952","15,238.08","70,719.93","7,071.99","93,030",NULL,AMAC 1,ACTIVE
72459,THE OCCUPIER,No. 67B Pent City,Pent City Estate,AM/CO9/TR/PENT CITY ESTATE/0050/B,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"380,952","15,238.08","70,719.93","7,071.99","93,030",NULL,AMAC 1,ACTIVE
75293,THE OCCUPIER,No. 68  Nile Crescent  Suncity Estate,Nile Crescent,AM/CO7/TR/ SUNCITY ESTATE/0068,CO7 - GALADIMAWA,SPLITTED,RESIDENTIAL,GALADIMAWA,"2,133,333","85,333.32","402,686.94","40,268.69","528,288",NULL,AMAC 1,ACTIVE
72694,THE OCCUPIER,No. 68  Pent Ville ESTATE,Pent Ville Estate,AM/CO9/TR/PENT V. ESTATE/0068,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","141,440.04","14,144.00","186,060",NULL,AMAC 1,ACTIVE
75484,THE OCCUPIER,No. 68  Ramford Street  Suncity Estate,Ramford Street,AM/CO7/TR/ SUNCITY ESTATE/0068,CO7 - GALADIMAWA,SPLITTED,RESIDENTIAL,GALADIMAWA,"2,133,333","85,333.32","475,891.94","47,589.19","608,814",NULL,AMAC 1,ACTIVE
71524,THE OCCUPIER,No. 68 Flat A  B. Wood Avenue,Wood Avenue,AM/C09/TR/MINFA EST/0047/1,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","286,825.17","28,682.52","345,983",NULL,AMAC 1,ACTIVE
71525,THE OCCUPIER,No. 68 Flat B  B. Wood Avenue,Wood Avenue,AM/C09/TR/MINFA EST/0047/2,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","286,825.17","28,682.52","345,983",NULL,AMAC 1,ACTIVE
71526,THE OCCUPIER,No. 68 Flat C  B. Wood Avenue,Wood Avenue,AM/C09/TR/MINFA EST/0047/3,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","286,825.17","28,682.52","345,983",NULL,AMAC 1,ACTIVE
71527,THE OCCUPIER,No. 68 Flat D  B. Wood Avenue,Wood Avenue,AM/C09/TR/MINFA EST/0047/4,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","286,825.17","28,682.52","345,983",NULL,AMAC 1,ACTIVE
71528,THE OCCUPIER,No. 68 Flat E  B. Wood Avenue,Wood Avenue,AM/C09/TR/MINFA EST/0047/5,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","286,825.17","28,682.52","345,983",NULL,AMAC 1,ACTIVE
71529,THE OCCUPIER,No. 68 Flat F  B. Wood Avenue,Wood Avenue,AM/C09/TR/MINFA EST/0047/1,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","286,825.17","28,682.52","345,983",NULL,AMAC 1,ACTIVE
71530,THE OCCUPIER,No. 68 Flat G  B. Wood Avenue,Wood Avenue,AM/C09/TR/MINFA EST/0047/2,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","286,825.17","28,682.52","345,983",NULL,AMAC 1,ACTIVE
71531,THE OCCUPIER,No. 68 Flat H  B. Wood Avenue,Wood Avenue,AM/C09/TR/MINFA EST/0047/E,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","286,825.17","28,682.52","345,983",NULL,AMAC 1,ACTIVE
75195,THE OCCUPIER,No. 68 New Ark Street  Suncity Estate,New Ark Street,AM/CO7/TR/ SUNCITY ESTATE/0068,CO7 - GALADIMAWA,SPLITTED,RESIDENTIAL,GALADIMAWA,"3,047,619","121,904.76","579,069.99","57,907.00","758,881",NULL,AMAC 1,ACTIVE
75210,THE OCCUPIER,No. 68 New Ark Street  Suncity Estate,New Ark Street,AM/CO7/TR/ SUNCITY ESTATE/0128,CO7 - GALADIMAWA,SPLITTED,RESIDENTIAL,GALADIMAWA,"3,047,619","121,904.76","579,069.99","57,907.00","758,881",NULL,AMAC 1,ACTIVE
72159,THE OCCUPIER,No. 68 Peng 1 Estate,Peng 1 Estate,AM/C09/TR/PENG I EST/0068,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"1,066,667","42,666.68","198,016.06","19,801.61","260,484",NULL,AMAC 1,ACTIVE
71522,THE OCCUPIER,No. 68 R. Park Road,Park Road,AM/C09/TR/MINFA EST/0045,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","359,517.74","35,951.77","425,945",NULL,AMAC 1,ACTIVE
71532,THE OCCUPIER,No. 68A B. Wood Avenue,Wood Avenue,AM/C09/TR/MINFA EST/0047/1,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","141,440.04","14,144.00","186,060",NULL,AMAC 1,ACTIVE
72461,THE OCCUPIER,No. 68A Pent City,Pent City Estate,AM/CO9/TR/PENT CITY ESTATE/0052/A,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"380,952","15,238.08","70,719.93","7,071.99","93,030",NULL,AMAC 1,ACTIVE
72462,THE OCCUPIER,No. 68B Pent City,Pent City Estate,AM/CO9/TR/PENT CITY ESTATE/0052/B,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"380,952","15,238.08","70,719.93","7,071.99","93,030",NULL,AMAC 1,ACTIVE
72695,THE OCCUPIER,No. 69  Pent Ville ESTATE,Pent Ville Estate,AM/CO9/TR/PENT V. ESTATE/0069,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"609,524","24,380.96","113,152.04","11,315.20","148,848",NULL,AMAC 1,ACTIVE
71541,THE OCCUPIER,No. 69 B. Wood Avenue,Wood Avenue,AM/C09/TR/MINFA EST/0051,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","141,440.04","14,144.00","186,060",NULL,AMAC 1,ACTIVE
70888,THE OCCUPIER,No. 69 I Pent III Estate,Pent III Estate,AM/CO9/TR/I PENT III ESTATE /0005,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"761,905","30,476.20","141,440.04","14,144.00","186,060",NULL,AMAC 1,ACTIVE
72160,THE OCCUPIER,No. 69 Peng 1 Estate,Peng 1 Estate,AM/C09/TR/PENG I EST/0069,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"1,066,667","42,666.68","198,016.06","19,801.61","260,484",NULL,AMAC 1,ACTIVE
72161,THE OCCUPIER,No. 69 Peng 1 Estate,Peng 1 Estate,AM/C09/TR/PENG I EST/0070,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"1,066,667","42,666.68","198,016.06","19,801.61","260,484",NULL,AMAC 1,ACTIVE
72463,THE OCCUPIER,No. 69A Pent City,Pent City Estate,AM/CO9/TR/PENT CITY ESTATE/0053/A,C09 - LOKOGOMA,SPLITTED,RESIDENTIAL,LOKOGOMA,"380,952","15,238.08","70,719.93","7,071.99","93,030",NULL,AMAC 1,ACTIVE
