147228,THE OCCUPIER,HOUSE 5 GEORGE INNIH CRESCENT OFF IBRAHIM JALO WAZIRI  STREET GUDU,George Innih Crescent,AM/BO1/TR/ZN.E/0194/H 5,B01 - GUDU,SPLITTED,RESIDENTIAL,GUDU,"1,800,000","72,000","487,882.50","48,788.25","608,670",NULL,AMAC 2,ACTIVE
208590,THE OCCUPIER,HOUSE 5 IBRAHIM ALI  CLOSE OFF MOBOLAJI JOHNSON STREET GUDU,IBRAHIM ALI  CLOSE OFF MOBOLAJI JOHNSON STREE,AM/BO1/TR/ALI/0785/H 5,B01 - GUDU,SPLITTED,RESIDENTIAL,GUDU,"1,800,000","72,000","151,200","15,120","238,320", NUL , AMAC 2 ,ACTIVE
208624,THE OCCUPIER,HOUSE 5 IDRIS GARBA CLOSE GUDU,IDRIS GARBA CLOSE,AM/B01/TR/ZN.B/0827,B01 - GUDU,SPLITTED,RESIDENTIAL,GUDU,"1,800,000","72,000","151,200","15,120","238,320",NULL,AMAC 2,ACTIVE
147295,THE OCCUPIER,HOUSE 5 JIM NWOBODO STREET,JIM NWOBODO  STREET,AM/BOI/TR/LEG/JIM/004/H 5,B01 - GUDU,SPLITTED,RESIDENTIAL,GUDU,"2,100,000","84,000",0,0,"84,000",NULL,AMAC 2,ACTIVE
147353,THE OCCUPIER,HOUSE 5 LATEEF JAKANDE CRESCENT GUDU EN0359/H 5,LATEEF JAKANDE CRESCENT,AM/B01/TR/ZN.E/0359/H 5,B01 - GUDU,SPLITTED,RESIDENTIAL,GUDU,"1,800,000","72,000","334,152","33,415.20","439,567",NULL,AMAC 2,ACTIVE
147377,THE OCCUPIER,HOUSE 5 LATEEF JAKANDE CRESCENT GUDU EN0364/H 5,LATEEF JAKANDE CRESCENT,AM/B01/TR/ZN.E/0364/H 5,B01 - GUDU,SPLITTED,RESIDENTIAL,GUDU,"1,800,000","72,000","334,152","33,415.20","439,567",NULL,AMAC 2,ACTIVE
147387,THE OCCUPIER,HOUSE 5 LATEEF JAKANDE CRESCENT GUDU EN0365/H 5,LATEEF JAKANDE CRESCENT,AM/B01/TR/ZN.E/0365/H 5,B01 - GUDU,SPLITTED,RESIDENTIAL,GUDU,"1,800,000","72,000","334,152","33,415.20","439,567",NULL,AMAC 2,ACTIVE
147371,THE OCCUPIER,HOUSE 5 LUXURY APARTMENT  LATEEF JAKANDE CRESCENT GUDU,LATEEF JAKANDE CRESCENT,AM/B01/TR/ZN.E/0362/H 5,B01 - GUDU,SPLITTED,RESIDENTIAL,GUDU,"1,800,000","72,000","334,152","33,415.20","439,567",NULL,AMAC 2,ACTIVE
147635,THE OCCUPIER,HOUSE 5 MUHAMMED GONI CLOSE OFF AMBROSE ALI STREET GUDU,MUHAMMED GONI CLOSE,AM/B01/TR/ZN.B/0858,B01 - GUDU,SPLITTED,RESIDENTIAL,GUDU,"1,800,000","72,000","334,152","33,415.20","439,567",NULL,AMAC 2,ACTIVE
220228,THE OCCUPIER,HOUSE 5 OFF ADESOJI ADEREMI STREET  GUDU EN0337/H 5,ADESOJI ADEREMI STREET,AM/B01/TR/ZN.E/0337/H 5,B01 - GUDU,SPLITTED,COMMERCIAL,GUDU,"1,800,000","72,000","334,152","33,415.20","439,567",NULL,AMAC 2,ACTIVE
147685,THE OCCUPIER,HOUSE 5 OGBONNAYA ONU CLOSE GUDU,OGBONNAYA ONU CLOSE,AM/B01/TR/ZN.B/0806,B01 - GUDU,SPLITTED,RESIDENTIAL,GUDU,"1,800,000","72,000","457,136.40","45,713.64","574,850",NULL,AMAC 2,ACTIVE
147694,THE OCCUPIER,HOUSE 5 PAUL OMU CLOSE APO ZONE D,PAUL OMU CLOSE,AM/BO1/TR/PAL/0714/ H 5,B01 - GUDU,SPLITTED,RESIDENTIAL,GUDU,"2,100,000","84,000",0,0,"84,000",0,AMAC 2,ACTIVE
211729,THE OCCUPIER,HOUSE 5 ROAD 2 YAYALE AHMED HOUSING ESTATE,0,AM/B14/TR/2016/938,B14 - APO DUTSE,SPLITTED,RESIDENTIAL,APO DUTSE,"1,066,670","42,666.80","198,016.62","19,801.66","260,485",RESIDENTIAL,AMAC 2,ACTIVE
211623,THE OCCUPIER,HOUSE 5 ROAD 3 YAYALE AHMED HOUSING ESTATE  EN/832,0,AM/B14/TR/2016/832,B14 - APO DUTSE,SPLITTED,RESIDENTIAL,APO DUTSE,"190,500","7,620","35,364.42","3,536.44","46,520",RESIDENTIAL,AMAC 2,ACTIVE
211665,THE OCCUPIER,HOUSE 5 ROAD 3 YAYALE AHMED HOUSING ESTATE  EN/874,0,AM/B14/TR/2016/874,B14 - APO DUTSE,SPLITTED,RESIDENTIAL,APO DUTSE,"685,720","27,428.80","127,297.06","12,729.71","167,455",RESIDENTIAL,AMAC 2,ACTIVE
211703,THE OCCUPIER,HOUSE 5 ROAD 4 YAYALE AHMED HOUSING ESTATE,0,AM/B14/TR/2016/912,B14 - APO DUTSE,SPLITTED,RESIDENTIAL,APO DUTSE,"914,000","36,560","169,674.96","16,967.50","223,202",RESIDENTIAL,AMAC 2,ACTIVE
211755,THE OCCUPIER,HOUSE 5 ROAD 5 YAYALE AHMED HOUSING ESTATE,0,AM/B14/TR/2016/964,B14 - APO DUTSE,SPLITTED,RESIDENTIAL,APO DUTSE,"1,905,000","76,200","353,644.20","35,364.42","465,208",RESIDENTIAL,AMAC 2,ACTIVE
147745,THE OCCUPIER,HOUSE 5 TATARI ALI CLOSE,TATARI ALI CLOSE,AM/BOI/TR/LEG/TAT/007/H 5,B01 - GUDU,SPLITTED,RESIDENTIAL, GUDU ,"1,800,000","72,000",0,0,0,0,AMAC 2,ACTIVE
74840,THE OCCUPIER,HOUSE 5 UNITY CLOSE  DRIVE 5   11TH AVENUE,Unity Close,AM/B12/TR/2016/0608,B12 - DUBOYI,SPLITTED,RESIDENTIAL,DUBOYI,"1,125,000","45,000",0,0,"45,000",NULL,AMAC 2,ACTIVE
147756,THE OCCUPIER,HOUSE 5 USMAN JUBRIL  CLOSE OFF MOBOLAJI JOHNSON STREET GUDU,USMAN JUBRIL  CLOSE,AM/BO1/TR/USM/0792/H 5,B01 - GUDU,SPLITTED,RESIDENTIAL,GUDU,"1,800,000","72,000","72,000","7,200","151,200",NULL,AMAC 2,ACTIVE
147763,THE OCCUPIER,HOUSE 5 YUSUF BALA USMAN CLOSE      , YUSUF BALA USMAN CLOSE ,AM/BOI/TR/LEG/YUS/002/H.5,B01 - GUDU,SPLITTED,RESIDENTIAL,GUDU,"2,100,000","84,000","339,844","33,984.40","257,828",0,AMAC 2,ACTIVE
223150,THE OCCUPIER,"HOUSE 5,  EVAN ENWEREM EN0507",EVAN ENWEREM,AM/RH/APOLEG/0507,APO,SPLITTED,RESIDENTIAL,APO,"1,068,750","42,750","405,839.10","40,583.91","489,173",0, AMAC 2 ,ACTIVE
862705,THE OCCUPIER,"HOUSE 5, ADEKUNLE LAWAL CLOSE  GUDU",ADEKUNLE LAWAL CLOSE,AM/BO1/TR/ADE/0042/H 5,B01 - GUDU,SPLITTED,RESIDENTIAL,GUDU,"1,800,000","72,000",0,0,"72,000",NULL,AMAC 2,ACTIVE
853298,THE OCCUPIER,"HOUSE 5, CLOSE 13 DRIVE 4, PRINCE AND PRINCESS",PRINCE AND PRINCESS,AM/B11/TR/13/05,B12 - DUBOYI,SPLITTED,RESIDENTIAL,DUBOYI,"1,125,000","45,000",0,0,"45,000",0,AMAC 2,ACTIVE
74479,THE OCCUPIER,HOUSE 50   DRIVE 3  PRINCE & PRINCESS ESTATEATE,Drive 3,AM/B12/TR/2016/0774,B12 - DUBOYI,SPLITTED,RESIDENTIAL,DUBOYI,"1,125,000","45,000",0,0,"45,000",NULL,AMAC 2,ACTIVE
228045,THE OCCUPIER,HOUSE 50  12 ROAD EFAB ESTATE,12 ROAD EFAB ESTATE,AM/CO9/TR/EFAB/0328,CO7 - GALADIMAWA,SPLITTED,RESIDENTIAL,GALADIMAWA,"900,000","36,000","119,160","11,916","167,076",NULL,AMAC 1,ACTIVE
227790,THE OCCUPIER,HOUSE 50  1ST AVENUE EFAB ESTATE,1ST AVENUE EFAB ESTATE,AM/CO9/TR/EFAB/0050,CO7 - GALADIMAWA,SPLITTED,RESIDENTIAL,GALADIMAWA,"900,000","36,000","119,160","11,916","167,076",NULL,AMAC 1,ACTIVE
228800,THE OCCUPIER,HOUSE 50  31 ROAD EFAB ESTATE,31 ROAD EFAB ESTATE,AM/CO9/TR/EFAB/1083,CO7 - GALADIMAWA,SPLITTED,RESIDENTIAL,GALADIMAWA,"900,000","36,000","119,160","11,916","167,076",NULL,AMAC 1,ACTIVE
228641,THE OCCUPIER,HOUSE 50  3RD AVENUE EFAB ESTATE,3RD AVENUE EFAB ESTATE,AM/CO9/TR/EFAB/0924,CO7 - GALADIMAWA,SPLITTED,RESIDENTIAL,GALADIMAWA,"900,000","36,000","119,160","11,916","167,076",NULL,AMAC 1,ACTIVE
146993,THE OCCUPIER,HOUSE 50 CHUBA OKADIGBO  STREET GUDU,CHUBA OKADIGBO  STREET,AM/B01/TR/ZN.B/0886,B01 - GUDU,SPLITTED,RESIDENTIAL,GUDU,"1,800,000","72,000","731,215.92","73,121.59","876,337",NULL,AMAC 2,ACTIVE
